Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Urspr. plats?,Nuv. koord.,Sockenkod/Fornlämningsnr.,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Övrigt,Alternativt signum,Referens,Bildlänk,lat,lon,marker,date
DR EM85;434F $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 116, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_6",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434G M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 117, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_7",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434H M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 118, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_8",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434I $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På absidens nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 119, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_9",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434J M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 120, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_10",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434K M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 121, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_11",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434L $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 122, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_12",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434M $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 123, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_13",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434N $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 124, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_14",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434O $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 125, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_15",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434P $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 126, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_16",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434Q $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,På korets nordvägg.,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 127, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_17",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434R $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 128, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_18",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;434S $M ,Stoby kyrka,Stoby sn,"Västra Göinge hd, Skåne",Hässleholm,,6229705.1377457,ja,,"1121 (Stoby), 35 [objektid=10112100350001]",,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 129, http://runer.ku.dk/VisGenstand.aspx?Titel=Stoby-kalkristning_19",,56.17979941692172,13.83188309741438,🧱ᚱ,1300
DR EM85;438A M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens södra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 141, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_13",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438B $M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 98, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_1",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438C M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 99, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_2",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438D M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 100, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_3",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438E $M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 101, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_4",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438F $M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 102, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_5",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438G $M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 103, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_6",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438H M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 104, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_7",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438I $M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 105, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_8",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438J M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 106, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_9",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438K $M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 107, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_10",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438L $M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"$=RunLab; DK nr.: Sk 108, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_11",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438M M ,Åhus kyrka,Åhus sn,"Villands hd, Skåne",Kristianstad,Västra pelarens norra sida.,6200451.1405466,ja,,1152 (Åhus),,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 109, http://runer.ku.dk/VisGenstand.aspx?Titel=%C3%85hus-kalkristning_12",,55.9235336970314,14.293039704476593,🧱ᚱ,1300
DR EM85;438N M ,Sankt Olofs kyrka,Sankt Olofs sn,"Albo hd, Skåne",Simrishamn,,6168589.1394034,ja,,"1112 (Sankt Olof), 69 [objektid=10111200690001]",,,M,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sk 2, http://runer.ku.dk/VisGenstand.aspx?Titel=Sankt_Olofs_kyrka-kalkristning",,55.63510417936726,14.122633456581635,🧱ᚱ,1300
DR EM85;439A M ,Vejby kirke,Vejby sn,"Børglum hd, Nørrejylland",Hjørring,Inmurat i altarbordet.,(57.37724 ; 9.87684),,,100115,,,M,,,övrigt,tegel,tegelstensinskrift gjord i våt lera,,,"DK nr.: NJy 5, http://runer.ku.dk/VisGenstand.aspx?Titel=Vejby-teglsten_1",,57.37724,9.87684,ᚱ,1300
DR EM85;439B M ,Vejby kirke,Vejby sn,"Børglum hd, Nørrejylland",Hjørring,Inmurat i altarbordet.,(57.37724 ; 9.87684),,,100115,,,M,,,övrigt,tegel,tegelstensinskrift gjord i våt lera,,,"DK nr.: NJy 6, http://runer.ku.dk/VisGenstand.aspx?Titel=Vejby-teglsten_2",,57.37724,9.87684,ᚱ,1300
DR EM85;439C M ,Nørre Løgum kirke,Nørre Løgum sn,"Tønder, Højer og Lø hd, Sønderjylland",Tønder,Inmurat i vapenhuset.,(55.07630 ; 8.93110),,,210307,,,M,,,övrigt,tegel,tegelstensinskrift gjord i våt lera,,,"DK nr.: SJy 57, http://runer.ku.dk/VisGenstand.aspx?Titel=N%c3%b8rre_L%c3%b8gum-teglsten",,55.0763,8.9311,ᚱ,1300
DR EM85;440A M ,Brøns kirke,Brøns sn,"Hviding hd, Sønderjylland",Tønder,I kyrkans takkonstruktion.,(55.19338 ; 8.72617),,,210102,,,M,,,trä,trä,träinskrift,,,"DK nr.: SJy 55, http://runer.ku.dk/VisGenstand.aspx?Titel=Br%c3%b8ns-t%c3%b8mrerruner",,55.19338,8.72617,🌲ᚱ,1300
DR EM85;440B M ,Hyrups kirke,Hürup,"Amt Hürup, Angeln, Kreis Schleswig-Flensburg, (Schleswig-Holstein, Sydslesvig)",Hürup,På kyrkans nordvägg.,(54.747991 ; 9.530221),,,,,,M,,,trä,trä,träinskrift,,,"DK nr.: Sl 15, http://runer.ku.dk/VisGenstand.aspx?Titel=Hyrup-billedsk%c3%a6rerruner",,54.747991,9.530221,🌲ᚱ,1300
DR EM85;458A M ,"Lund, kv. Stortorget",Lund,Skåne,Lund,Lunds kulturhistoriska museum (49326:109a),6177950.1335800,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [6],Futharkinskrift.,,"DK nr.: SkL 24, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_6",,55.7029325874398,13.193228438663615,🦴ᚱ,1300
DR EM85;458B M ,"Lund, kv. S:t Clemens 8",Lund,Skåne,Lund,Lunds kulturhistoriska museum (66166:1541),6177875.1335700,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,"runben, revben [12]",Futharkinskrift.,,"DK nr.: SkL 36, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_12",,55.70222582026034,13.191684488963217,🦴ᚱ,1300
DR EM85;458C M ,"Lund, kv. Färgaren 22",Lund,Skåne,Lund,Lunds kulturhistoriska museum (53436:521),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [7],"Funnen 1961, futharkinskrift.",,"DK nr.: SkL 26, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_7",,55.70155966052749,13.192047212733797,🦴ᚱ,1300
DR EM85;458D M ,"Lund, kv. S:t Clemens 8",Lund,Skåne,Lund,Lunds kulturhistoriska museum (66166:376),6177875.1335700,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [10],Futharkinskrift.,,"DK nr.: SkL 35, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_10",,55.70222582026034,13.191684488963217,🦴ᚱ,1300
DR EM85;459A M ,"Lund, kv. S:t Clemens 8",Lund,Skåne,Lund,Lunds kulturhistoriska museum (66166:2332),6177875.1335700,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [13],Även inristningar på baksidan av benet.,,"DK nr.: SkL 38, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_13",,55.70222582026034,13.191684488963217,🦴ᚱ,1300
DR EM85;459B M ,"Lund, kv. Apotekaren 4",Lund,Skåne,Lund,Lunds kulturhistoriska museum (70361:652),6178025.1335725,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [14],,,"DK nr.: SkL 43, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_14",,55.70358013922383,13.1919918084092,🦴ᚱ,1300
DR EM85;459C M ,"Lund, kv. Färgaren 25",Lund,Skåne,Lund,Lunds kulturhistoriska museum (70917:238),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [16],,,"DK nr.: SkL 47, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_16",,55.70155966052749,13.192047212733797,🦴ᚱ,1300
DR EM85;459D M ,"Lund, kv. Färgaren 25",Lund,Skåne,Lund,Lunds kulturhistoriska museum (70917:401),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [17],,,"DK nr.: SkL 48, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_17",,55.70155966052749,13.192047212733797,🦴ᚱ,1300
DR EM85;459E M ,"Lund, kv. Färgaren 25",Lund,Skåne,Lund,Lunds kulturhistoriska museum (70917:426),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [18],,,"DK nr.: SkL 49, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_18",,55.70155966052749,13.192047212733797,🦴ᚱ,1300
DR EM85;459F M ,"Lund, St. Södergatan",Lund,Skåne,Lund,Lunds kulturhistoriska museum (42904),6177700.1335700,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,övrigt,tegel,tegelbit,Futharkinskrift.,,"DK nr.: SkL 22, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-teglsten",,55.700655653039085,13.191789378311938,ᚱ,1300
DR EM85;460A M ,"Lund, kv. Repslagaren 22",Lund,Skåne,Lund,Lunds kulturhistoriska museum (61277:331),6177450.1335650,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [8],,,"DK nr.: SkL 30, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_8",,55.69839563193928,13.191144841593427,🦴ᚱ,1300
DR EM85;460B M ,"Lund, kv. Apotekaren 5",Lund,Skåne,Lund,Lunds kulturhistoriska museum (44606:28),6178025.1335725,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [5],,,"DK nr.: SkL 23, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_5",,55.70358013922383,13.1919918084092,🦴ᚱ,1300
DR EM85;460C M ,"Lund, kv. Svartbröder 23",Lund,Skåne,Lund,Lunds kulturhistoriska museum (62892:2459),6177975.1335900,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [9],,,"DK nr.: SkL 33, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_9",,55.70319071552423,13.194802379990445,🦴ᚱ,1300
DR EM85;460D M ,"Lund, kv. Apotekaren 5",Lund,Skåne,Lund,Lunds kulturhistoriska museum (66118),6178025.1335725,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [11],,,"DK nr.: SkL 34, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_11",,55.70358013922383,13.1919918084092,🦴ᚱ,1300
DR EM85;461A $M ,"Lund, kv. Färgaren 25",Lund,Skåne,Lund,Lunds kulturhistoriska museum (70917:106),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,runben [15],,,"$=RunLab; DK nr.: SkL 46, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_15",,55.70155966052749,13.192047212733797,🦴ᚱ,1300
DR EM85;461B  ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:53),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V/M 1000-1200,,,ben/horn,ben,runben [20],,,"DK nr.: SkL 51, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_20",,55.70155966052749,13.192047212733797,🦴ᚱ,1100
DR EM85;462A $ ,"Lund, kv. Färgaren 25",Lund,Skåne,Lund,Lunds kulturhistoriska museum (70917:563),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V 1000-t?,,,ben/horn,ben,runben [19],,,"$=Moltke & Stoklund 1983:24 (SNF Årsber. 81-82); DK nr.: SkL 50, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_19",,55.70155966052749,13.192047212733797,🦴ᚱ,
DR EM85;462B $ ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:227),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V 1000-t,,,ben/horn,ben,runben [23],,,"$=Moltke & Stoklund 1983:24 (SNF Årsber. 81-82); DK nr.: SkL 54, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_23",,55.70155966052749,13.192047212733797,🦴ᚱ,1050
DR EM85;462C $M? ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:176),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M?,,,ben/horn,ben,runben [21],,,"$=Moltke & Stoklund 1983:26 (SNF Årsber. 81-82); DK nr.: SkL 52, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_21",,55.70155966052749,13.192047212733797,🦴ᚱ,
DR EM85;462D $ ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:234),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V 1000-t,,,ben/horn,ben,runben [25],,,"$=Moltke & Stoklund 1983:26 (SNF Årsber. 81-82); DK nr.: SkL 56, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_25",,55.70155966052749,13.192047212733797,🦴ᚱ,1050
DR EM85;463A $ ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:220),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V,,,ben/horn,ben,runben [22],,,"$=Moltke & Stoklund 1983:26 (SNF Årsber. 81-82); DK nr.: SkL 53, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_22",,55.70155966052749,13.192047212733797,🦴ᚱ,1050
DR EM85;463B  ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:227),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V,,,ben/horn,ben,runben [24],,,"DK nr.: SkL 55, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_24",,55.70155966052749,13.192047212733797,🦴ᚱ,1050
DR EM85;464 M ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:507),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M 1100-1150,,,ben/horn,ben,runben [26],,,"DK nr.: SkL 57, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_26",,55.70155966052749,13.192047212733797,🦴ᚱ,1125
DR EM85;466A $ ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (71075:616),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V?,,,ben/horn,ben,runben [27],,,"$=RunLab; DK nr.: SkL 58, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benstykke_27",,55.70155966052749,13.192047212733797,🦴ᚱ,
DR EM85;466B $M ,"Lund, kv. Apotekaren 4",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 70361:759),6178025.1335725,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M 1100-1150,,,ben/horn,hjorthorn,kam [4],,,"$=Gustavson Fornvännen 1981:191-194; DK nr.: SkL 44, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-kam_4",,55.70358013922383,13.1919918084092,🦴ᚱ,1125
DR EM85;468 M ,Åstrup,Åstrup sn,"Falsters Sønder hd, Lolland-Falster",Guldborgsund,,(54.8434318822833 ; 12.0926509086756),,,070214-272 [Lokalitet/124318],,,M,,,ben/horn,ben,knivskaft,,,"DK nr.: Syd 1, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85strup-knivskaft",,54.8434318822833,12.0926509086756,🦴ᚱ,1300
DR EM85;469 M ,Dalby,Dalby sn,"Torna hd, Skåne",Lund,Lunds historiska museum (7755),6173314.1345141,,,1209 (Dalby),,,M,,,metall,brons,stylus,,,"DK nr.: Sk 75, http://runer.ku.dk/VisGenstand.aspx?Titel=Dalby-stylus",,55.664401897560985,13.34427919653225,🗡️ᚱ,1300
DR EM85;470A M ,Ålborg,Ålborg,"Fleskum hd, Nørrejylland",Aalborg,,,,,120516,,,M,,,ben/horn,ben,handsknål,,,"DK nr.: NJy 58, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85lborg-benn%c3%a5l",,57.0467,9.9359,🦴ᚱ,1300
DR EM85;470B M ,"Lund, kv. S:t Clemens 8",Lund,Skåne,Lund,Lunds kulturhistoriska museum (66166:1683),6177875.1335700,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,handsknål [3],,,"DK nr.: SkL 37, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benn%c3%a5l_3",,55.70222582026034,13.191684488963217,🦴ᚱ,1300
DR EM85;470C  ,Lund,Lund,Skåne,Lund,,6178000.1336000,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V 1000-t,,,ben/horn,ben,handsknål [4],,,"DK nr.: SkL 59, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-benn%c3%a5l_4",,55.703448823620704,13.196376342651929,🦴ᚱ,1050
DR EM85;471 M ,"Lund, kv. Färgaren 22",Lund,Skåne,Lund,Lunds kulturhistoriska museum (53436:8),6177800.1335720,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,ben/horn,ben,garnvinda,,,"DK nr.: SkL 25, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-tvindeben",,55.70155966052749,13.192047212733797,🦴ᚱ,1300
DR EM85;472  ,"Lund, kv. Glambeck 4",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 59126:795),6177750.1335775,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,V 1025-1050,,,trä,sykamor (lönn),käpp,,,"DK nr.: SkL 29, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-spadserestok",,55.70112965142872,13.19295103527231,🌲ᚱ,1038
DR EM85;474A M ,"Lund, kv. S:t Botulf 12Ö",Lund,Skåne,Lund,Lunds kulturhistoriska museum (57135:1240),6177900.1335850,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,trä,trä,bägare,,,"DK nr.: SkL 27, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-tr%c3%a6b%c3%a6ger",,55.702500879069184,13.194052836129597,🌲ᚱ,1300
DR EM85;474B M ,Ribe,Ribe,"Ribe hd, Nørrejylland",Esbjerg,,,,,190408,,,M,,,trä,furu,handtag till besman,,,"DK nr.: SJy 42, http://runer.ku.dk/VisGenstand.aspx?Titel=Ribe-h%c3%a5ndtag",,55.3279,8.7622,🌲ᚱ,1300
DR EM85;475A $M ,"Lund, kv. Apotekaren 4",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 70361:311),6178025.1335725,,,"1298 (Lund), 73 (stadslager) [objektid=10129800730001]",,,M,,,övrigt,läder,svärdsskida [2],,,"$=Strid Fornvännen 1982:242; DK nr.: SkL 42, http://runer.ku.dk/VisGenstand.aspx?Titel=Lund-l%c3%a6derskede_2",,55.70358013922383,13.1919918084092,ᚱ,1300
